,id,source,language,date,username,name,description,location,following,followers,totaltweets,retweetcount,text,hashtags
4691,1351142795982090244,Twitter Web App,de,2021-01-18 12:22:00,GBluecher,Gebhard Bluecher,"Voltaire: Sire, auch wenn ich Ihre Meinung nicht teilen kann, werde ich mein Leben dafür einsetzen, daß Sie sie aussprechen können!",Rheinprovinz / Preußen,260,377,7555,0,"@HalleVerkehrt @Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG Stroh ist nicht im Überfluß vorhanden. Ich hab hier irgendwo eine Studie mit anderen Ergebnissen rumliegen, ist aber gerade gal, weil 800 ppm für den Weizen gut ist, aber für den Rest eben nicht.",[]
4692,1351142710607032321,Twitter for Android,de,2021-01-18 12:21:39,Der_Schattige,Der Schattige 🥦,https://t.co/sP1un2DBku,,1329,707,7209,0,"@alpha1958 @ArminLaschet Hat man. Zumindest indirekt.

https://t.co/kvIzx0FzZ8",[]
4693,1351142640927068169,Twitter for Android,de,2021-01-18 12:21:23,flight_of_the_V,Zaphod Smith,Nature conservation graduate | history nerd | TTRPG fan | sci-fi enthusiast | links-grün-versifft | he/him,,67,4,170,0,@RobinKoenig01 @AlleDoerfer @ArminLaschet Nach Ihnen gibt kein es auch keine Corona-Krise nur Gesundheitsveränderungen?,[]
4694,1351142623415848960,Twitter Web App,de,2021-01-18 12:21:19,MarioWettlaufer,Mario Wettlaufer,"Ortsvorsteher Westum
Jurist, Bundesbeamter
Grundschule bis Hochschule, alles dabei, #SichereBildungJETZT zum Schutz unserer Kinder und: #NoFidK!","Westum, Stadt Sinzig (RLP)",1000,1129,8904,0,"@MaryMueller1904 @Markus_Soeder @CDU Eher die Erkenntnis, dass die #CDU mit ihm als #Kanzlerkandidat ein denkbar schlechtes Wahlergebnis einfahren würde und er somit auch ein deutlich geschwächter CDU-Vorsitzender wäre. Ein starker #CDU-Chef hat macht, erinnert mich etwas an eine Strategie Kohl/Strauß damals...","['CDU', 'Kanzlerkandidat', 'CDU']"
4695,1351142607200677889,Twitter for Android,de,2021-01-18 12:21:15,Frentzhart2,Hart Frentz,"Musiker Segler Fußballfan (Amateur/come on Tebe) Fahrradfahrer manchmal E Auto sonst Fussgänger
https://t.co/m4eM5WTkzv","Berlin, Deutschland",16,9,1849,1,"@greenpeace_de @ArminLaschet @CDU Einhaltung von Rechtsstaatsprinzipien führen uns in die #Klimakatastrophe, keine Einsichten weit und breit zu erkennen, Widerstand!
#LuetzerathLebt https://t.co/3NWucymxT5","['Klimakatastrophe', 'LuetzerathLebt']"
4696,1351142604956643332,Twitter Web App,pl,2021-01-18 12:21:14,A_Traczyk,Adam Traczyk,"Co-founder of @GlobalLabPL, Associate Fellow at @dgapev, Consultant at @moreincommon_de. 🇵🇱🇪🇺

Views are my own, retweet ≠ endorsement",Warszawa/Berlin,1859,5612,23648,0,"@J_Jakobowski @ArminLaschet Bo trzeba mierzyć siły na zamiary, Niemcy ani sił, ani chęci na porządkowanie świata nie mają.",[]
4697,1351142521888497671,Twitter for iPad,de,2021-01-18 12:20:54,axel_ratingen,Axel van Ratingen,"kein Klimawandelleugner // alter weißer Bergmann // diskutiert gerne, gerne mit Niveau // Feuerwehrmann aus Überzeugung",Monschau ,71,28,539,0,"@gruenenrw @ArminLaschet @AlleDoerfer geben, die mit großen Schwungmassen die Stabilität des Stromnetzes erbringt. Da 2022 auch noch die AKWś vom Netz gehen muss es die Kohle sein und da der Rest des Hambacher Forstes bleibt, ist Garzweiler II der Einzig verbliebene Tagebau.
Mit freundlichen Grüßen",[]
4698,1351142506327666691,Twitter for Android,de,2021-01-18 12:20:51,MatthiasWirth2,Matthias Wirth,"#CDU #CDA #KreisKleve #kevelaer | 40 | Kreistag Kleve | GROSSE TÖNE - krasse texte | Twitterneuling
Optimismus 🚀 | Heimat 🧡 #niederrhein","Kevelaer, Deutschland",211,57,89,1,"Politik gestaltet man nicht von der Seitenlinie aus und nicht in der Meckerecke.
🔹eintreten🔹mitdenken🔹mitgestalten
@CDA_Bund #CDA #CDU @CDUNRW_de
#wegenmorgen Der Mensch im Mittelpunkt. https://t.co/8031KUUnMo","['CDA', 'CDU', 'wegenmorgen']"
4699,1351142500220723204,Twitter Web App,de,2021-01-18 12:20:49,WinkelmannCDU,Bianca Winkelmann,"Mitglied des Landtags NRW – Sprecherin der @CDUNRW_Fraktion für Umwelt, Landwirtschaft, Natur- u. Verbraucherschutz",,61,89,57,0,"@HeiniHenke Ich habe @ArminLaschet Samstag auch wegen seiner Agrarpolitik gewählt. Die #NRWKoalition mit ihm an der Spitze und @HeinenUlla als Ministerin ist in vielen Punkten Vorreiter, wenn es darum geht, Planungssicherheit für Landwirte zu schaffen und ehrliche Agrarpolitik zu machen.",['NRWKoalition']
4700,1351142466473353218,Twitter Web App,de,2021-01-18 12:20:41,KaiKostack,Kai Kostack,3D Animator & Researcher https://t.co/Lgl27Ohmi4,"Berlin, Deutschland",199,257,1511,0,"@RobinKoenig01 @Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG Ich glaube kaum, das viele Länder langfristig so weitermachen können - man wird sie entsprechend zur Klimawende ""motivieren"". Die Kosten der Lagerung dürften die Umsätze dann alsbald übersteigen. Danach wird man das Zeug nur noch loswerden wollen, so billig wie möglich.",[]
4701,1351142448450449408,Twitter for iPhone,de,2021-01-18 12:20:37,PradaAbi__,Kalenderwoche 2,Märkte und Werte,,193,49,1259,0,"@jbecker98 @n_roettgen @CDU @ArminLaschet Wenn Herr Laschet die Partei einen will, dann muss er zwangsläufig #Roettgang und #TeamMerz Inhalte in ein neues Grundsatzprogramm aufnehmen. Er sollte nicht den gleichen Fehler wie AKK 2018 machen.","['Roettgang', 'TeamMerz']"
4702,1351142436018532356,Twitter Web App,en,2021-01-18 12:20:34,EdmundRuben,Edmund Ruben,,,6,0,11,0,"@MaryMueller1904 @tonline @ArminLaschet sorry, danke",[]
4703,1351142392355835904,Twitter for Android,und,2021-01-18 12:20:24,Soulfly_Germany,U_Name_it,,,330,73,5240,0,@miguelrausa #CDU #CSU #Seehofer,"['CDU', 'CSU', 'Seehofer']"
4704,1351142292875337731,TweetDeck,fr,2021-01-18 12:20:00,eurotopics_fr,eurotopics [fr],Notre revue de presse passe au crible 500 médias de 32 pays et vous présente les grands débats qui animent l’Europe. @eurotopics_en @eurotopics @eurotopics_tr,Europe,4402,4867,40409,0,"@FT 🇩🇪 Le quotidien hongrois @MagyarNemzetOn s'intéresse à l'impact de l'élection d' #ArminLaschet à la tête de la #CDU.

Pour lui, la Hongrie a toutes les raisons de se féliciter de la stabilité politique et économique de son voisin allemand ⬇
https://t.co/alLseR6Xev","['ArminLaschet', 'CDU']"
4705,1351142285782757382,Twitter for iPhone,de,2021-01-18 12:19:58,KonstruktiverK,KonstruktiverKarl,"Konstruktiv, sachlich, argumentativ mitten in der Realität.",,256,21,1627,0,@Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG @Luisamneubauer bewerfen sie doch die Arbeiter mit Steinen das klappt bestimmt,[]
4706,1351142277629018117,Twitter Web App,pl,2021-01-18 12:19:56,J_Jakobowski,Jakub Jakóbowski,"Senior Fellow at @OSW_eng, comments on Eurasian connectivity and China's foreign economic policy. CEE focus. Tweets in EN and PL.


fot. Anna Krzemińska",,1127,3452,4967,0,"@A_Traczyk @ArminLaschet A co do niszczenia porządku, który im służy - uwaga celna. Choć np. Chinom też obecny porządek służy, a i tak zdecydowali się sami ""porwać"" globalizację, uprzedzająco, by zrobić to na własnych zasadach. Wychodzi to z diagnozy o nieuchronności pewnych procesów",[]
4707,1351142211119935492,Twitter for Android,de,2021-01-18 12:19:40,philleehh,European,Twitter is a double-edged sword: Use it carefully,Halligwelt,500,3282,109636,0,"@rahmstorf @jdoeschner @ArminLaschet Vielleicht wird es ihm klar, wenn Die Grünen im Herbst wieder auf 26% klettern

Im Moment lebt die CDU von der Corona Unsicherheit",[]
4708,1351142208469086209,Twitter Web App,en,2021-01-18 12:19:40,LoganJo83052772,Logan Johnson,People who immediately claim others are Russian trollbots often do so because they have nothing clever to say.,,11,7,857,0,@ArminLaschet @CDU You were nobody's favorite and I wouldn't be surprised something about the voting didn't go right. You don't belong in your seat. Give it to Merz who was the favorite in nearly all the polls. You'd just polarise the party even further. https://t.co/MIyKJFytZ7,[]
4709,1351142198692220932,Twitter Web App,de,2021-01-18 12:19:37,GBluecher,Gebhard Bluecher,"Voltaire: Sire, auch wenn ich Ihre Meinung nicht teilen kann, werde ich mein Leben dafür einsetzen, daß Sie sie aussprechen können!",Rheinprovinz / Preußen,260,377,7555,0,"@HalleVerkehrt @Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG Der Begriff der Windmühlen bei der Stromerzeugung hat einen anderen Hintergrund. Ein Freund meines Vaters war Müller und als die Windmühlen abgeschafft wurden, hat er in seine einen Generator reingehängt und damit Strom für seine Landwirtschft erzeugt. Lang lang ists her. ;-)",[]
4710,1351142149593722880,Twitter Web App,de,2021-01-18 12:19:26,HalleVerkehrt,Halle Verkehrt #Moria2Evakuieren,"Die Welt brennt, die teuerste Variante ist kein Klimaschutz!

Geb. 330 ppm CO2.
#NoAxelSpringerChallenge","Halle (Saale), Deutschland",5518,5028,220690,0,"@wunschkind79 @linusdolder @ArminLaschet @FridayForFuture Die leider von viel zu wenigen Menschen ergriffen wird.

Wenn die CDU eine Volkspartei sein und bleiben will, muss sie endlich die 1960er verlassen und die Realität ab 1990 akzeptieren (Fossile weg).",[]
4711,1351142134276124683,Twitter for Android,de,2021-01-18 12:19:22,flight_of_the_V,Zaphod Smith,Nature conservation graduate | history nerd | TTRPG fan | sci-fi enthusiast | links-grün-versifft | he/him,,67,4,170,0,"@MehrWagen @AlleDoerfer @ArminLaschet Du weißt schon, dass viele Anwohner sich bei Alle Dörfer bleiben engagieren? 
Außerdem kann Geld nicht kompensieren dass deine Heimat zerstört wird, das ist keine rein finazielle Frage. Es werden Gemeinschaften zerstört.",[]
4712,1351142093213888514,Twitter for Android,pl,2021-01-18 12:19:12,a_gontarz,Aleksander Gontarz,,"South West, England",379,383,18032,0,"@J_Jakobowski @A_Traczyk @ArminLaschet Zwolennik dialogu z Rosją... Jeśli dialog polega na zniesieniu sankcji nałożonych na Rosję za ciągle trwającą agresję na Ukrainę i zajęcie Krymu, to gratuluję podejścia.",[]
4713,1351142077443276802,Twitter for Android,en,2021-01-18 12:19:08,AtassiZaher,Zaher Atassi,,,94,705,14336,1,"If a German politician praised Erdogan like @ArminLaschet praised Putin and Assad he would castrated in public.
Gives you an idea about the principles of the civilized west.",[]
4714,1351142068622659584,Twitter for Android,de,2021-01-18 12:19:06,MaPhiMoTo,Thomas Braun,"Rechtsanwalt und Mediator,
zwischen libertär und liberal mit Hang zur positiven Freiheit ... Zyniker 😆👅",Wha daur meddle wi´ me? #Satir,528,2686,134783,0,"#Merkel plädiert für #Homeoffice. #MegaLockdown 
Briefträger ... 🤣🤣🤣🤦‍♂️🖕 #CDU","['Merkel', 'Homeoffice', 'MegaLockdown', 'CDU']"
4715,1351142039459688452,Twitter Web App,de,2021-01-18 12:18:59,Parents4futureM,Parents For Future München #NoMoreEmptyPromises,Wir sind die Münchner Gruppe der Parents For Future. Kämpft mit für mehr Klima- und Artenschutz. Es ist nicht mehr 5 vor 12! muenchen@parentsforfuture.de,"München, Bayern",1447,1583,6529,6,"Willkürliche Zerstörung von Heimat #LützerathLebt aus Profitgier wider besseren Wissens ist Vandalismus - abgesegnet von der Landesregierung #NRWE +Bundesregierung. @ArminLaschet @RegSprecher @cducsubt @amnesy_de
▶️https://t.co/subTpDVcta

#ArminLassEs

https://t.co/5ZG1ZrgXQj","['LützerathLebt', 'NRWE', 'ArminLassEs']"
4716,1351141979506270209,Twitter for Android,de,2021-01-18 12:18:45,PC_Tafel_eV,Michael Kunz,Bundesvorsitzender,"Maikammer, Deutschland",44,17,431,0,@ardmoma @CDU @Die_Gruenen @ArminLaschet Da er immer mit  Unwissen glänzt braucht er sich gar nicht aufregen. Mt Habe keine wird es auch ich besser. Egal ob Lügner oder Dummi an der Macht sind wird es eh nicht besser,[]
4717,1351141885549666305,Twitter Web App,de,2021-01-18 12:18:23,HalleVerkehrt,Halle Verkehrt #Moria2Evakuieren,"Die Welt brennt, die teuerste Variante ist kein Klimaschutz!

Geb. 330 ppm CO2.
#NoAxelSpringerChallenge","Halle (Saale), Deutschland",5518,5028,220690,0,"@GBluecher @Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG Wenn man nur auf das Stroh scharf ist, dann ja. Aber daran herrscht eigentlich kein Mangel, so weit ich das bestimmten Debatten entnehmen kann.

https://t.co/CnkwELjJbK",[]
4718,1351141834798596107,Twitter Web App,de,2021-01-18 12:18:11,MarioSchmidtDD,Mario Schmidt,CDU #wegenmorgen | #StaDDrat | Geocaching | JCI | Tweets geben ausdrücklich nur meine ganz persönliche Meinung wieder,Dresden,963,503,4067,0,@s_becker3 @ArminLaschet #EineUnion - Warum? #wegenmorgen !,"['EineUnion', 'wegenmorgen']"
4719,1351141833905229824,Twitter for Android,de,2021-01-18 12:18:10,TheSentinalRG,Zugzwang,Kritischer Beobachter der Grünen und der SPD (gelegentlich zynisch und sarkastisch),"Hamburg, Deutschland",400,22,1574,0,"@RolfWerner5 @jensspahn @ArminLaschet Ich hab keine Privilegien:
-Rente ohne jemals Beiträge zu zahlen. 
-Rente die der normal sterbliche in 45 Beitragsjahren nicht erreicht. 
- 24 Stunden kostenlosen  Fahrservice 
Ich muss alles hart erarbeiten Politiker leben wie Marken im Speck",[]
4720,1351141832990855168,Twitter for iPhone,de,2021-01-18 12:18:10,mocingjay3,Abdelmajeed AL-khteeb,"when we burn you burn with us . Revolution is our only solution #free_Syria . ""ق يعني قاوم"" _K",,383,164,772,0,@ArminLaschet @JohnKerry Schäm dich.,[]
4721,1351141810098331652,Twitter Web App,pl,2021-01-18 12:18:05,J_Jakobowski,Jakub Jakóbowski,"Senior Fellow at @OSW_eng, comments on Eurasian connectivity and China's foreign economic policy. CEE focus. Tweets in EN and PL.


fot. Anna Krzemińska",,1127,3452,4967,0,"@A_Traczyk @ArminLaschet Alternatywa to funkcjonowanie w częściowo porwanej globalizacji, w której gospodarze współzależności są ""uzbrojone"" i wykorzystywane przez dużych graczy do szarpania Niemiec w te i wewte. Przedsmak mieliśmy w ostatnich 4 latach polityki USA i Chin",[]
4722,1351141779668660226,Twitter Web App,pl,2021-01-18 12:17:57,LidiaGibadlo,Lidia Gibadło,"Senior Analyst on Germany, Weimar Triangle Programme, @PISM_Poland. Culture enthusiast. Own views, RT = RT.","Warszawa, Polska",351,680,951,0,"""Może nie jestem mistrzem inscenizacji, ale nazywam się Armin Laschet i na tym możecie polegać"". Więcej o planach nowego szefa #CDU i tym, co czaka 🇩🇪 chadecję w nadchodzących miesiącach dla @PISM_Poland 👇 https://t.co/T6raPoInga",['CDU']
4723,1351141676023214081,Twitter for iPad,de,2021-01-18 12:17:33,axel_ratingen,Axel van Ratingen,"kein Klimawandelleugner // alter weißer Bergmann // diskutiert gerne, gerne mit Niveau // Feuerwehrmann aus Überzeugung",Monschau ,71,28,539,0,"@gruenenrw @ArminLaschet @AlleDoerfer Schon mehr als 85% umgesiedelt, nicht nur verkauft, nein die Bewohner sind schon umgezogen. Und ja Sie waren bis vor 4 Jahren in der Regierungsverantwortung, da haben sie dem neuen Rahmenbetriebsplan Garzweiler 2 zugestimmt. In der Energiewende muss es eine Technik 2/",[]
4724,1351141625125359619,Twitter for iPhone,de,2021-01-18 12:17:21,s_becker3,SBecker,"Student | Marathon-Runner | pro-CDU | #jetztvoran | evangelisch-konservativ | Wenn nicht bei Twitter, dann am Rad oder laufend anzutreffen",,422,337,3250,1,"Die Partei sollte über Personen stehen. @ArminLaschet ist ein durchaus tragbarer Kandidat. Aus Enttäuschung über eine Niederlage die Partei zu verlassen ist schade, wenn man keine inhaltlichen Gründe hat. 

 https://t.co/fqCoBZLFah",[]
4725,1351141616355049478,Twitter Web App,de,2021-01-18 12:17:18,wunschkind79,6.1ft 🫀,alles und nichts.. Dinge die mich bewegen,"Zurich, Switzerland",283,103,2541,0,@linusdolder @HalleVerkehrt @ArminLaschet @FridayForFuture die CDU nicht zu wählen ist eine ernstzunehmende Alternative.,[]
4726,1351141589129830400,Twitter Web App,de,2021-01-18 12:17:12,FlexSeilo,Felix Seiler,,"Neuhausen-Nymphenburg, München",22,0,193,0,@ArminLaschet @CDU Jetzt kann man dem Sohnemann nochmal ordentlich Geschäfte zuschieben. #Masken,['Masken']
4727,1351141537523118086,Twitter for Android,de,2021-01-18 12:17:00,MaPhiMoTo,Thomas Braun,"Rechtsanwalt und Mediator,
zwischen libertär und liberal mit Hang zur positiven Freiheit ... Zyniker 😆👅",Wha daur meddle wi´ me? #Satir,528,2686,134783,0,"🤦‍♂️🤦‍♂️🤦‍♂️ Was für ein armseliges Zeugnis, an Arroganz kaum zu überbieten. #CDU https://t.co/PjZjAiJCsW",['CDU']
4728,1351141528350171144,Twitter Web App,de,2021-01-18 12:16:58,GBluecher,Gebhard Bluecher,"Voltaire: Sire, auch wenn ich Ihre Meinung nicht teilen kann, werde ich mein Leben dafür einsetzen, daß Sie sie aussprechen können!",Rheinprovinz / Preußen,260,377,7555,0,"@HalleVerkehrt @Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG Am Rande, Getreide hat ein CO2 Optimum bei 800 bis 1000 ppm.",[]
4729,1351141483907342345,Twitter Web App,de,2021-01-18 12:16:47,HalleVerkehrt,Halle Verkehrt #Moria2Evakuieren,"Die Welt brennt, die teuerste Variante ist kein Klimaschutz!

Geb. 330 ppm CO2.
#NoAxelSpringerChallenge","Halle (Saale), Deutschland",5518,5028,220690,0,"@GBluecher @Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG Das ""Abholzen"" erledigt längst die Klimakrise.

Außerdem kann man WKA und Landwirtschaft super kombinieren, der Sockel der Windräder ist wirklich nicht so groß. 

Ach so: die Windräder zermahlen den Strom übrigens nicht, auch noch Physik-Grundkurs. https://t.co/Zt5iSPpuvW",[]
4730,1351141387367014406,Twitter Web App,en,2021-01-18 12:16:24,LoganJo83052772,Logan Johnson,People who immediately claim others are Russian trollbots often do so because they have nothing clever to say.,,11,7,857,0,"@Juergen05332420 @ArminLaschet @CDU Exactly. Half of the CDU voted for him. Leaving him out is only going to shatter the party even more and I wouldn't be surprised if the party would split in half, even.",[]
4731,1351141365783158785,Twitter Web App,pl,2021-01-18 12:16:19,J_Jakobowski,Jakub Jakóbowski,"Senior Fellow at @OSW_eng, comments on Eurasian connectivity and China's foreign economic policy. CEE focus. Tweets in EN and PL.


fot. Anna Krzemińska",,1127,3452,4967,0,"@A_Traczyk @ArminLaschet Moje rozumienie niemieckiej polityki jest takie, że przestawianie zwrotnic trwa tam lata (federalizm, deliberacje, życie partyjne) - choć jak już przestawią, to działają bardzo skutecznie. Stąd mam poważną wątpliwość, czy zdążą",[]
4732,1351141339421958145,Twitter Web App,de,2021-01-18 12:16:12,TrollingCommand,Trolling for Peace,"Troll, Schlefazer, Antifaschist, Tagedieb und Nachtspeicher",Dreamland,40,12,1546,0,@ulfposh @ArminNassehi @hendrikstreeck @michael_huether @ArminLaschet @welt Ihr habt diesen #DocBacardi und Prof Humbug vergessen,['DocBacardi']
4733,1351141278642266113,Twitter Web App,de,2021-01-18 12:15:58,HolzheuStefan,Stefan Holzheu,Wissenschaftler aus tiefster Überzeugung. Was zählt sind nachvollziehbare Fakten.,,79,404,1182,0,"@christoffe01 @rahmstorf @ArminLaschet Vielleicht haben Sie meinen Punkt nicht verstanden: 2% ist ziemlich viel, wenn man nur 1% der Weltbevölkerung stellt.",[]
4734,1351141257922404355,Twitter for iPad,de,2021-01-18 12:15:53,BKM74609243,B.K.M.,Umwelt,NRW,358,143,8847,0,"@greenpeace_de @InfoEndCoal @ArminLaschet @CDU Die #CDU hat jetzt einen Vorsitzenden, 
der als „RWE-Hampelmann“ tatenlos zappelnd zusieht, 
wie #RWE wertvolles Land und Dörfer in #NRW zerstört
und Menschen mit Psychoterror bedroht.

Mit #Laschet hat die #CDU keine Zukunft.
#Laschet zerstört Zukunft.
#KeinVertrauenLaschet","['CDU', 'RWE', 'NRW', 'Laschet', 'CDU', 'Laschet', 'KeinVertrauenLaschet']"
4735,1351141245616336898,Twitter for Android,de,2021-01-18 12:15:50,Ovid1234,Ph,,,4973,172,440,0,@ulfposh @ArminNassehi @hendrikstreeck @michael_huether @ArminLaschet @welt Bloß nicht. Lieber Drosten und Lauterbach.,[]
4736,1351141104259837956,Twitter for Android,de,2021-01-18 12:15:16,joules1998,Joules,,,67,17,333,0,"@phoenix_de @ArminLaschet @Markus_Soeder @CerstinGammelin @SZ @CDU #laschet und Deutschland zusammen halten 😂😂 bekommt die eigentlich noch was mit? Oder denkt die sich, der beste Weg die Gesellschaft zusammen zu halten ist, der Gesellschaft das Zuhause wegzunehmen, damit RWE mehr Geld bekommt? #zusammen","['laschet', 'zusammen']"
